RASGOS,COMENTARIOS
AUTOSUFICIENCIA,"buscar cualquier forma para embarazarse no es malo , lo malo es negar el derecho a una familia"
AUTOSUFICIENCIA,"si estoy en total acuerdo que tengan un hijo ya que es un deseo que toda mujer tiene, Y  no importa la manera de tenerlo"
AUTOSUFICIENCIA,No creo que una madre sea tan mala par perjudicar a su niño psicologicamnete sin tener ninguna familia aunque su deseo sea tener un hijo .
AUTOSUFICIENCIA,"No lo adoptaría por motivo que no deseo tener hijos, en todo caso ayudaría a que encuentre un hogar donde tenga comodidad y felicidad en caso de que su familia no se haga cargo de él"
AUTOSUFICIENCIA,"El dinero es fundamental para la supervivencia humana pero nuestra felicidad no depende de ello, cada quien construye su felicidad a su manera. "
AUTOSUFICIENCIA,"El dinero es importante y necesario, nos ayuda a tener un mejor estilo de vida,pero no influencia directamente en la felicidad, la felicidad en las personas depende de otros factores"
AUTOSUFICIENCIA,"El dinero es un bien necesario, para poder llevar una vida digna y tranquila, pero más allá de la felicidad está en nosotros mismo y en la familia."
AUTOSUFICIENCIA,"El dinero es muy indispensable y necesario, pero también hay q saberlo administrar y no gastar más de lo q ganas "
AUTOSUFICIENCIA,Buena pregunta! Vive y deja vivir.
AUTOSUFICIENCIA,El dinero te da libertad de obtener salud educacion y alimento que es la base fundamental para el buen vivir por lo cual se refleja como felicidades 
AUTOSUFICIENCIA,"La felicidad es un sentimiento que no se puede comprar, una persona si puede ser feliz siendo pobre, pero es verdad que es mejor tener el bolsillo lleno para menos preocupaciones."
AUTOSUFICIENCIA,"el Dinero si da felicidad siempre y cuando no se lo ponga como prioridad en la vida, primero la familia los seres que nos rodea y luego el dinero, ya que con el dinero podemos brindar un mejor provenir a nuestros seres queridos, el dinero si da felicidad"
AUTOSUFICIENCIA,Regularmente la felicidad no depende del dinero pero sin embargo tener una estabilidad economica en estos tiempo no suena nada mal 
AUTOSUFICIENCIA,"decir algo como el dinero no da felicidad es algo muy ilogico, es lo que mas necesitamos, no tener deudas, no tener algo que nos falte no es algo tan simple, y eso, causa varios sentimientos negativos a las personas. El dinero resolveria todo..."
AUTOSUFICIENCIA,"el dinero soluciona muchos problemas en la vida, pero es mejor contar con el"
AUTOSUFICIENCIA,"es importante contar con dinero, lastimosamente con dinero se solucionan los problemas de la vida"
AUTOSUFICIENCIA,"mientras no se nos suba a la cabeza y el dinero sea bien habido, es mejor contar con ese recurso"
AUTOSUFICIENCIA,hay que aprovechar cada momento para hacer lo mejor posible
AUTOSUFICIENCIA,Pienso que la vida es una sola y hay que vivirla como si fuera el ultimo dia
AUTOSUFICIENCIA,Las decisiones que tomemos y nuestros actos definen cuanto seremos
AUTOSUFICIENCIA,"En lo personal el dinero no es felicidad, pero si indispensable para tener una vida estable, aprender a ser felices con lo poco que tengamos"
AUTOSUFICIENCIA,"El dinero nos permite tener una vida más tranquila y aunque se diga que no, eso tambbién nos genera felicidad"
AUTOSUFICIENCIA,El dinero en si no es felicidad verdadera pero por otro lado trae tranquilidad
AUTOSUFICIENCIA,"Es verdad que el dinero no da felicidad, pero si es necesario para subsistir, porque llega a complacer nuestras comodidades claro está que si es un dinero bien ganado legalmente."
AUTOSUFICIENCIA,"Si hablamos de dinero, no creo que ser millonario te haga feliz más sin embargo nos trae seguridad y estabilidad financiera, lo que genera estabilidad y en parte felicidad para poder vivir.. Y también darnos uno que otro gustito :)"
AUTOSUFICIENCIA,"El dinero no es felicidad, más bien es tranquilidad para muchos."
AUTOSUFICIENCIA,El dinero no es felicidad pero es una forma en la que se puede estar estable
AUTOSUFICIENCIA,"Si bien es cierto que el dinero ayuda a disminuir ciertos problemas cotidianos, la gran mayoría de la gente entiende, identifica y confunde la palabra ""felicidad"" con las posesiones materiales, son muy vanidosas"
AUTOSUFICIENCIA,"El dinero no es felicidad sin embargo, la estabilidad economica genera tranquilidad y mejora las condiciones de vida."
AUTOSUFICIENCIA,"En cierto aspecto no todo lo compra el dinero pero para poder ser feliz también merecemos una vida digna en la que gozamos de todas las comodidades, así que en cierta parte el dinero si trae felicidad"
AUTOSUFICIENCIA,Estamos en un mundo donde necesitamos el dinero para tener una vida estable y tranquila así que es obvio que es mejor tener dinero pero debemos controlarnos y no dejar a un lado a los amigos y personas que nos hacen feliz estando cerca
AUTOSUFICIENCIA,"Se sabe que el dinero no da la felicidad, incluso hay muchas personas con grandes fortunas que ni la pueden disfrutar, Pero si considero que el dinero ayuda en nuestra estabilidad en el ámbito personal y social."
AUTOSUFICIENCIA,Quizá el dinero no de la facilidad pero nos da una estabilidad económica que se necesita para vivir.
AUTOSUFICIENCIA,"Bueno en si el dinero no te da la felicidad, pero si cubre muchas necesidades que como personas necesitamos día a día …."
AUTOSUFICIENCIA,"La verdad es que aunque el dinero no lo es todo como dicen en realidad si lo es ya depende de ti si vives por el dinero si tú anhelo solo es conseguirlo y no saber administrar, ademas te da ciertas oportunidades que debes saber aprovechar en su momento como la salud,estudio,casa"
AUTOSUFICIENCIA,"Es correcto el dinero no es la felicidad pero si un factor importante en un hogar, pero no por tener mas dinero vas a estar triste o si tienes poco vas a infeliz la felicidad es lo que hacemos con el como lo utilizamos."
AUTOSUFICIENCIA,"el dinero es esencial en la vida de todas las personas y más en esta época en donde casi la mayoría de cosas por no decir todas, gira en torno a él. Claro como dice la frase: no compra la felicidad, pero te ayuda a subsistir, que considero es más importante."
AUTOSUFICIENCIA,Una persona con vision y autocontrol puede formar una excelente relacion en el ambito del dinero y la felicidad.
AUTOSUFICIENCIA,el dinero no te compra la felicidad pero de cierta forma es el primer sustento para llevar una vida estable
AUTOSUFICIENCIA,"El dinero no es la felicidad, no se le puede poner precio a la felicidad, ya que no todo se puede conseguir con dinero, sin embargo, es necesario para mucha cosa, como para que las personas puedan obtener una casa, comprar medicinas, estudiar, alimentarse.... y para todo eso se necesita el señor dinero!!!!"
AUTOSUFICIENCIA,Que vale la pena esforzarse por lo q uno quiere o necesita... que vivir pensando que jamás lo consiguió...
AUTOSUFICIENCIA,"En este mundo todo debe estar regulado, yo creo que el dinero no da felicidad, sin embargo da estabilidad y la estabilidad es algo para poder sentirse tranquilo y poder ser feliz. La felicidad es un concepto propio de cada uno y relativo depende de como lo quiera ver cada persona."
AUTOSUFICIENCIA,"El dinero nos permite tener un buen balance en la vida buena, donde el dinero nos otorgará la tranquilidad y estabilidad económica.."
AUTOSUFICIENCIA,"El dinero no te va brindar felicidad , pero por cierto lado te da tranquilidad ya que es un medio para sobrevivir hoy en día."
AUTOSUFICIENCIA,Todo lo que se haga en interes propio esta justificado
AUTOSUFICIENCIA,"Todas las personas somos libres de elegir donde podemos realizar nuestras actividades, siempre y cuando sean cosas positivas, pero estando en nuestro propio pais siempre se tiene que dar privilegio a las personas nacionales, a los nativos de aquel pais."
AUTOSUFICIENCIA,"generalmente, el hombre es quien paga.."
AUTOSUFICIENCIA,Intentaria buscar la forma racional de resolverlo pacificamente
AUTOSUFICIENCIA,"las oportunidades solo pasan una vez, y hay que saber tomarlas, creo que si me quieren ellos entenderian las razones de mi decision"
AUTOSUFICIENCIA,"me arriesgaria a alcanzar el exito, pero tambien hablaria con mi familia"
AUTOSUFICIENCIA,"depende de que, ellos consideren como negativo, si es para estar mejor y alcanzar el exito tomaria las mejores decisiones "
AUTOSUFICIENCIA,"tomaria las mejores decisiones, y trataria de incluirlos en mi exito"
AUTOSUFICIENCIA,tomar una decision asi depende de mucho la madurez que tengas y cuan dispuesto estes. Una decision dificil.
AUTOSUFICIENCIA,"Sin lugar a dudas la religion no salva a las personas de sus errores, de sus fallas, es de ingenuos creerlo, sin embargo siempre e creido que la religion es una necesidad para algunos humanos, les brinda, paz, tranquilidad, sentido a su existencia."
AUTOSUFICIENCIA,"efectivamente, las religion ahora son negocio, pero no estaria mal creer en Dios. Todos son libres de creer en lo que gusten."
AUTOSUFICIENCIA,"todas las personas cometemos pecados, y la religion no es la salida facil de borrarlos, pero cada quien es libre de tener su propio criterio "
AUTOSUFICIENCIA,"La religion es la relacion del mundo de hoy,  basado en las creencias y costumbres fundamentadas en la divinidad, que dirige la vida de las personas que la siguen, si bien esto, no hace estar libre de pecados  ya que cada quien es consciente de sus actos."
AUTOSUFICIENCIA,"Desde mi punto de vista, cada ser hermano tiene derecho a elegir su religion, mas no es una obligacion y no puede obligar hacer algo que no se quiere, la religion es un acto de fe y no podriamos decir que es salvacion."
AUTOSUFICIENCIA,"Como varon, siempre por caballerosidad, aun asi ambos se deben apoyar uwu, asique eso depende de cada uno "
AUTOSUFICIENCIA,el hombre por ser la base de la relacion 
AUTOSUFICIENCIA, sin duda alguna los hombres deben pagar.
AUTOSUFICIENCIA,"El hombre pero si la mujer decide apoyar, los dos "
AUTOSUFICIENCIA,por supuesto que el hombre …
AUTOSUFICIENCIA,por cortesia deberia pagar el hombre..
AUTOSUFICIENCIA,el hombre debe pagar
AUTOSUFICIENCIA,"el hombre invita, el hombre paga…."
AUTOSUFICIENCIA,"si es una primera cita, yo como hombre yo no dejaria que ella pagara nada"
AUTOSUFICIENCIA,el hombre deberia asumir el pago
AUTOSUFICIENCIA,"Las cosas son como son, y tienes que aceptarlo"
AUTOSUFICIENCIA,yo no le temo a nada
AUTOSUFICIENCIA,yo no soy un tigre que pierde el sueño por la opinión de las ovejas
AUTOSUFICIENCIA,"yo no vivo de la gente, no me interesa lo que hablen"
AUTOSUFICIENCIA,"el dinero es necesario para los bienes del hogar aunque no te dé la felicidad, si te da tranquilidad"
AUTOSUFICIENCIA,"Estoy totalmente de acuerdo con la afirmación, en el mundo actual lo más importante es tener el suficiente sustento económico para tener una vida regularmente digna, sin dinero la situación se torna sombría."
AUTOSUFICIENCIA,"Es verdad que el dinero es indispensable para muchas cosas de la vida, en esta vida todo tiene un precio……. a la final cada persona tiene su propio concepto de felicidad."
AUTOSUFICIENCIA,experiencia es el nombre que damos a nuestras equivocaciones.
EXHIBICIONISMO,"que nos vean cual es el problema, el sexo es natural, es normal"
EXHIBICIONISMO,el sexo no es pecado… es parte de la naturaleza humana… y amo a la naturaleza :)
EXHIBICIONISMO,que emocion seria mirar esos cuerpos desnudos en una porno jajajaja :)
EXHIBICIONISMO,"querelo todo y no estar dispuesto a nada no tiene sentido… a veces hay que exhibirse un poquito, el mundo no es perfecto"
EXHIBICIONISMO,"a veces es necesario saltarse algunas reglas ""morales"" e ir directamente al objetivo… aqui es justificar los medios, todos saldremos ganando y con un momento de extasis fantastico :)"
EXHIBICIONISMO,a veces hay que exponerse un poquito para alcanzar grandes cosas
EXHIBICIONISMO,"no hay que desaprovechar las oportunidades :) dejaria de lado la vergüenza y el sentido moralista, y si aceptaria el trato.. "
EXHIBICIONISMO,"es mejor usar una ropa que seduce, atrae y roba miradas… que verse aburrida ;)"
EXHIBICIONISMO,"yo no obligo nada a nadie, pero si estamos de acuerdo con firmar la escenita xxx por que no??, con una lavadita todo se quita jijiji"
EXHIBICIONISMO,"depende de la situacion, y de las clausulas del contrato xxx jajjaja si todos estamos de acuerdo, porque no hacerlo?? "
EXHIBICIONISMO,"es nuestro cuerpo, y si estamos de acuerdo, no creo que exista problema "
EXHIBICIONISMO,"mi cuerpo es hermoso, porque no habria de mostrarlo :)"
EXHIBICIONISMO,"me gusta mostrarme tal y como soy, que admiren mi belleza…"
EXHIBICIONISMO,"mostrar un poquito de piel no es malo… y con un cuerpazo, estaria de acuerdo jiji"
EXHIBICIONISMO,"si hay el consentimiento de ambas partes, yo no veo ningun problema en mostarnos sexualmente"
EXHIBICIONISMO,"todos salimos ganando, y de paso nos hacemos famosos :) el sexo es natural"
EXHIBICIONISMO,"yo si aceptaria, lo tomaria como un desnudo profesional disfrutando del trabajo sexual :')"
EXHIBICIONISMO,"el sexo es parte de la naturaleza, y yo amo la naturaleza"
EXHIBICIONISMO,mi escote no es tu problema
EXHIBICIONISMO,"mercadería que no se muestra, no se vende ;)"
EXHIBICIONISMO,"donde tu quieras mi amor, no importa en que posición"
EXHIBICIONISMO,Pienso que la sexualidad solo es atractiva cuando es natural y espontánea
EXHIBICIONISMO,"Me gusta estar totalmente vestida, o si no totalmente desnuda. No me gustan las medias tintas"
EXHIBICIONISMO,me encanta esa playa nudista
EXHIBICIONISMO,te gustaría ver mis pezones
EXHIBICIONISMO,"es mi cuerpo y puedo hacer con el, lo que me plazca"
EXHIBICIONISMO,"yo si haría una foto con desnudos, además es algo profesional"
EXHIBICIONISMO,yo no me averguenzo de mostrar mi cuerpo
EXHIBICIONISMO,"no me da pena de mostrar mi cuerpo, si todos tenemos lo mismo jajajaja"
EXHIBICIONISMO,"yo prefiero hacer el amor con la puz encendidad, así puedes disfrutar de mi la belleza de mi cuerpo jajajajaja"
EXHIBICIONISMO,"si la mercadería no se muestra, entonces como se vende… además mostrar un poquito de piel no es malo"
EXHIBICIONISMO,"si no es tu cuerpo el que se exhibe, mejor no opines"
EXHIBICIONISMO,Hay algo liberador en no fingir. Atrévete a avergonzarte.
EXHIBICIONISMO,"yo si me pondría un hilo, no hay nada de malo en mostrar un poquito más!"
