v1,v2
NORMAL,Today its time to clean this place and get the laundry done...
NORMAL,missing the hubby out on boys night out  3  lol
NORMAL,"Feeling better today, but 2010 is kicking my bootie   What a depressing two weeks..."
NORMAL,Happy Birthday to my lover boy   You are the best   3
NORMAL,snowed in...
NORMAL,PROPNAME
NORMAL,PROPNAME
NORMAL,Happy valentine s Day    
NORMAL,It would be so nice if that dog didn t bark every night 
NORMAL,Facebook has agreed to let third party advertisers use your posted pictures WITHOUT your permission. Click on SETTINGS up at the top where you see the Logout link. Select PRIVACY. Then select NEWSFEEDS and WALL. Next select the tab FACEBOOK ADS. There is 
NORMAL,thanks 4 all d greetings guys.. did have a happy birthday    hope all of you have a good day
NORMAL,another day.. another chance.. Good day everyone   
NORMAL,"Negative A blood urgently for a little girl at the Rainbow ward suffering from a stomach tumour. Could you please make an announcement at your respective lists to see if anyone could donate. This is a rare blood group. If you have anyone, they need to urg"
NORMAL,PROPNAME
NORMAL,i m amazed   
NORMAL,"Prayers needed for 12yr old boy who, after a serious car crash, is now in a critical coma. Pls. change your status for 1 hr so more people can become aware and add to the prayers. We would do it for your son or relative, pls. do this for somebody else s son. Thank you. Pls copy this and paste.."
NORMAL,PROPNAME
NORMAL,stop and think...
NORMAL,PROPNAME
NORMAL," if you accept defeat, then that s what you ll get    from Facing The Giants"
NORMAL,PROPNAME
NORMAL,anyone knows of an interesting good job guys?
NORMAL,"wherever you go, whatever you do.. do so whole heartedly"
NORMAL,very tired.. happy with work done.. but still so much more to do 
NORMAL," oye, piensa en tu futuro, no pierdas mas tempo... es muy importante mirar para adelante  wonderful artist.. great song.. wonderful message   "
NORMAL,great weekend so far  friday enjoyed meeting wonderful ppl I had not seen for a long time.. yest night wonderful time in malta.. now realllyyyy looking forward to later on today     will get working to finish work asap & enjoy my sunday afterwards 
NORMAL,the weekend.. & why not the weekstart? looking forward to start the week in a great way   
NORMAL,"FACEBOOK EXPERIMENT  If you re reading this,whether we do or don t speak very often, please post a comment of your first memory of you & me. When you re finished, post this paragraph in your status  you ll be surprised what people remember about you "
NORMAL,woww  soo busy.. but working to create some time to relax during this weekend   
NORMAL,gotta assume your responsibility and move forward.. get going 
NORMAL,listening to some rock while preparing lessons  great mix ee 
NORMAL,a good weekend.. this week s busy  kumbinazjoni. imma ghaddejjin bil momentum & looking forward to the future   
NORMAL,never thought I d be jealous of a fish in an aquarium  only for a sec tho  lol
NORMAL,life is a not so easy mountain climb.. but woww.. the view is amazing 
NORMAL,"have a merry christmas, un joyeux noel, un buon natale, feliz navidad u il Milied it tajjeb  for all of you who don t celebrate Christmas, may you have a great day full of peace and happiness   "
NORMAL,Happiness comes only by sharing   Napoleon Hill... & starting holidays helps as well I guess   
NORMAL,preparing exam papers   Vive les vacances   
NORMAL,"Dear God, I pray for the cure of cancer  ?  93% of fb users will not copy & paste this ....if you know someone who had cancer or fighting cancer please paste this to your status"
NORMAL,great ending to 09 and awesome beginning of 2010     have a very happy new year all
NORMAL,rainbow colours    x izzik uu dal kuluri kollha minand nies differenti aaa?? jw jin biss ma nafx? lol
NORMAL,"why do i have to keep facing the only people who I can t stand  liars & double faced people?? Well, I guess that s part of life   "
NORMAL,last work for 2009 ready   now starting my nye    have a very happy new year all.. may it bring you all that you wish for
NORMAL,Never get so busy making a living that you forget to make a life
NORMAL,"The LAST GOOD DEED of the MALTESE Lira ..... 2  If you have any Maltese coins, you can kindly donate them to YMCA  Ask your family & friends to donate their Maltese coins, Spread the word by emailing this text and or using FB through status or messaging friends. Only 11 days to collect all the money as then the Maltese coins will not be valid. Call YMCA on 21228038 or email roberta.ymca gmail DEADLINE 1ST FEBRUARY"
NORMAL,"1st day new job.. jidher nice.. & woww, it was destiny  used to want to do this job but then thought I wouldn t end up doing this  "
NORMAL,it s true..  the best things don t come easy .. what I can t understand is why you ll always find someone who tries to f**k it all up
NORMAL,"Go to urbandictionary.com, type in your first name, copy and paste this as your status, and put the first entry for your name under comments."
NORMAL,already at the end of 2nd week at st.albert s.. so far so good.. im enjoying it   
NORMAL,AHHHHH     The best surprise ever 
NORMAL,is soooooooooooooo sick   
NORMAL,geneva....geneva... geneva   you should just pay for a  bus ticket back to nyc...
NORMAL,Yeay to Squamish 
NORMAL,Thanks for all the birthday wishes 
NORMAL,Hoping it s not gonna rain today... or... in the next week... or... ever.
NORMAL,Thanks for all the birthday wishes and Madison Beach 6 30. Everything s casual.
NORMAL,PROPNAME
NORMAL,me thinks I m healthy
NORMAL,oh life.
NORMAL,Driving down Mosel to Luxembourg  Then catching the early bird tomo to Baaar the looona yippee
NORMAL,7 days and counting...
NORMAL,In Barcelona   simply amazing
NORMAL,then second   can i make things worse than it already is?
NORMAL,"Dr. Horrible Blog, reminds me of the themes in Wicked. sooo goood."
NORMAL,Vancouver... Wednesday night... yes?
NORMAL,is stoked about this weekend. Marble Canyons  here we come 
NORMAL,wonders if people read his profile.
NORMAL,is transferring again.
NORMAL,chicka chicka slim shady
NORMAL,PROPNAME
NORMAL,thinks  juice  is the funniest word.
NORMAL,probably won t be at UConn this fall. still not sure what i AM doing though.
NORMAL,is going to Post this year.
NORMAL, Paradise by the Dashboard Light  by Meat Loaf is my new favorite song.    
NORMAL,"is so content with everything right now. music is so beautiful. The 90s is probably my favorite era. really wanna be back in school. what s that, I m random? random is my chinese neighbor s middle name. except it s my middle name and I don t really have a"
NORMAL,is killin time. DIE TIME 
NORMAL,something is missing.
NORMAL,whoa whoa whoa when i meant 8 pages in 2 hours...i meant READING 
NORMAL,"8 pages in 2 hours...not bad. well, really bad actually  extremely bad what the hell am I saying  not bad  hahahaaaaaaaaaa"
NORMAL,blah 
NORMAL,hasn t eaten in like 4 hours  enjoying my salami sub now...
NORMAL,man it feels good to be on top of my school shit.
NORMAL,is chillin chillin like a villain straight up out the ghetto mo fo... ...had to re bust out that line at some point.
NORMAL,pickles and onions 
NORMAL,is bein a gangsta as usual.
NORMAL,"weird virus type thingy just happened with facebook. closed facebook and a window popped up,  about blank  in the address bar, with practically infinite tabs all with facebook...the computer was freezing up too badly to see what they all were."
NORMAL,misses being Danimal.
NORMAL,loves his poster of a chimp with a sunflower in his mouth. just thought i d put that out there.
NORMAL," I let the melody shine, let it cleanse my mind, I feel free now  "
NORMAL,it s my birthday wahooooooooo
NORMAL,"there s no Hartford, CT network anymore?"
NORMAL,s gotta get a damn camera 
NORMAL,loves how you can rent movies on itunes and watch them on your ipod. who woulda thought? freakin crazy. just watched The Girl Next Door...such a good movie.
NORMAL,cannot do a SINGLE Magic Eye thingy  it s soooooooooooo frustrating...
NORMAL,buy my car
NORMAL,wonders if you can block invites from one person. anyone know?
NORMAL,is so hungry he can eat a horse. original i know. i can t think of original shit on an empty stomach 
NORMAL,"has to put off the procrastinating till later...it s time to get shit DONE. but then again, it won t be procrastinating once the shit is done...it ll just be straight chillin. can t wait "
NORMAL,needs more light in this place.
NORMAL,what to do what to doooo
NORMAL,"has mad work to do. and my birthday is tomorrow, how bout that "
NORMAL,is lovin  verse chorus verse   Nirvana of course 
NORMAL,is ridiculously bored.
NORMAL,salami is like a drug. i ve been an addict for years
NORMAL,"has been paying more attention lately to what he doesn t like than what he already likes, then deciding to either like it or understand why some people would like it. it s mind expanding, literally "
NORMAL,is hungry as always
NORMAL,"runnin at the park, finishing my room, laundry.........maybe walmart later. walmart has such good deals it s ridiculous."
NORMAL,really gotta go skiing. soon. i just GOTTA 
NORMAL,chillin manggggggggg. ya know what would be good right now? a mango. that s not code for anything...i mean a MANGO straight up no joke fo sheezy
NORMAL,"perfectly clear sky tonight, the stars are lookin beautiful...merry christmas everyone "
NORMAL,has a love hate relationship with snow. notice love is in the numerator  haaaaa i m so stupid 
NORMAL,"cause all I really want s to be with you, feelin like I matter too. if I hadn t blown the whole thing years ago, I might be here with you"
NORMAL,wants to do something so damnit that s what i ll do .............busy doing something now.................
NORMAL,iss ok iss ok
NORMAL,loves loves loves the gin blossoms 
NORMAL,sleeeeeeeeeeeeeep
NORMAL,countdown to florida...ONE DAY
