RASGO_1,COMENTARIOS
NINGUNO,"no , no podemos dañar la vida de otra persona para mejorar nuestro estilo de vida"
NINGUNO,Pues no aria algo que perjudique a otra persona
NINGUNO,"No lo haré, procedería a denunciarlo "
NINGUNO,"No, es un acto de cobardía llevar a cabo aquella propuesta. El fin no justifica los medios, solo los empeora."
NINGUNO,"En lo personal, no; es cuestión de ética y valores morales, y más aún incluir a una tercera persona en algo personal"
NINGUNO,"No, aplicaría y ni aceptaría algo así debido a que no por un mejor cargo vas a tener que convencer a otra persona para que puedas tenerlo, hay mejores formas, no sencillas pero pueden ayudarte a conseguir un mejor puesto en el trabajo."
NINGUNO,"No, porque uno mismo debe ganarse esos lugares, si te lo dan haci de fácil puede que no estés capacitado para poder manejar esa responsabilidad."
NINGUNO,No porque a veces no saber que puede pasar la consecuencia oh algo que se te pueda salir mal y te puede meter en problemas oh por alguna consecuencia.
NINGUNO,"No, nunca aceptaría participar en cosas así. Existen muchos trabajos dignos que aunque no ganes mucho pero lo importante es trabajar con tu dignidad intacta."
NINGUNO,"No, eso seria no ser profesional y se veria reflejado como una persona desagradable, y dañaria la dignidad de otras..."
NINGUNO,no ya que no solo perjudiciariamos a nuestra amiga sino que nuestra reputación estaría por los suelos y menos por un trabajo que con el tiempo nos pueden hasta despedir por que alguien mas accede a realizar lo que piden
NINGUNO,Saldría de aquella empresa por qué no es muy ético que una persona con un cargo mayor pueda ofrecer dicha propuesta.
NINGUNO,las cosas obtenidas por esfuerzo propio se disfrutan mejor.
NINGUNO,No cada persona debería estar en el cargo que le corresponde por su conocimiento y experiencia aceptar ese tipo de propuesta iría contra mis principios y valores como persona
NINGUNO,"en mi caso diría que no ya que prefiero obtener todo con mi esfuerzo, pero hay personas que si lo hacen ya sea por necesidad y se ven en la situación de aceptar esas propuesta"
NINGUNO,"Ese ejemplo es muy vacío ,la persona debe demostrar capacidad y subir peldaños por eso más no por proposiciones indecentes que te van a causar venguenza en tu conciencia y ante Dios "
NINGUNO,sin duda renunciaría a la empresa ya que no es justo hacer cosas indebidas y si estoy en un cargo de alta importancia es porque me lo supe ganar.
NINGUNO,pues no lo haría y lo denunciaría
NINGUNO,"No aplicaría esa frase solo para obtener un cargo, ni mucho menos dañar a otra persona "
NINGUNO,No justificaría ese acto solo para obtener un cargo.
NINGUNO,No aplicaría la frase porque solo cuando el fin es lícito tambien lo son los medios.
NINGUNO,No lo haría ya que se perdería una amistad con un acenso de puesto
NINGUNO,Todo ser humano tiene derecho a una vida mejor sea el lugar donde se encuentre
NINGUNO,"mientras sean venezolanas, bienvenidas sean uwu"
NINGUNO,"Cada persona en cualquier País que esté se encuentre, sin importar su Nacionalidad, tiene el derecho de una Vida mejor para él y de los suyos"
NINGUNO,Cada uno de los ciudadanos debemos ser escuchado ya que todos tenemos derecho a la equidad.
NINGUNO,déjalos entrar a tu país xd
NINGUNO,"Todas las personas tienen el derecho a una mejor vida,  a brindarles una educación mejor a sus hijos, e impartirles lo importante que es hacer el bien  en el lugar donde pueden adquirir más posibilidades."
NINGUNO,"Tanto las personas extranjeras como las nacionales tienen el mismo derecho de realizar una actividad, siempre y cuando aporten de manera positiva a la sociedad."
NINGUNO,"Considero que debemos ser empáticos con todos aquellos que buscan el bienestar en otros lugares, nadie conoce su situación, brindar ayuda no hace a una país ni más ni menos, es cuestión de humanidad."
NINGUNO,"creo que toda persona sin importar la nacionalidad es bienvenida, siempre y cuando no hagan el mal"
NINGUNO,Todos merecemos una oportunidad de estudiar y trabajar así no sea en nuestro propio pais.
NINGUNO,Todos somos iguales y merecemos el mismo respeto donde quiera que nos encontremos
NINGUNO,"No debemos limitar o peor aún excluir a las personas de otras nacionalidades, cada quien Forzará su destino tratando de dar lo mejor de sí y derribando barreras"
NINGUNO,pues bien todos tenemos derecho a buscar un buen futuro ya sea fuera del país nativo.... mientras no seamos un mal aporte y hagamos las cosas bien.
NINGUNO,si los extranjeros poseen habilidades que podrían contribuir mayormente en alguna empresa no veo ningún problema en que se queden o que residan de manera permanente.
NINGUNO,Todos tenemos derecho a establecernos donde queramos.
NINGUNO,Todo es cuestión de perspectiva 
NINGUNO,"Si, hoy en día la imagen es lo primero que vemos, pero debemos ir mas allá y conocer realmente a las personas. El físico no lo es todo."
NINGUNO,"Vestirse bien, arreglar algo de ti que no te gusta es darle placer al mundo, en primer lugar acepta como eres, como te ves, la educación que recibes en tu hogar, las enseñanzas que tus padres te den, es lo que le da valor a tu vida, por eso te amarán."
NINGUNO,"El mundo está engañado pensando que la imagen perfecta de una persona representa su forma de ser, no es así, la moda en si representa como uno se aliste y logré demostrar su verdadero yo y amarse a sí mismo(a), y ser auténticos."
NINGUNO,"No hay necesidad de estar a la moda, cada uno muestra sus características propias en su forma de vestir, hablar y pensar lo cual nos hace diferentes. "
NINGUNO,Me parece correcto.
NINGUNO,"Un Amor propio que nos ayuda adaptarnos con nuestro propio cuerpo. No todo es moda porque una vestimenta no hace a la persona,tu impones tu propia imagen,como cuando estudias das tus propias opiniones. "
NINGUNO,"Creo que no importa como te veas, si tú te sientes bien contigo mismo, ese es el verdadero significado de amor propio, porque la única aprobación que necesitas es la de Dios, la del mundo ni importa, así que luce como quieras y se tu mismo."
NINGUNO,"No es tan necesario seguir las modas para demostrar amor propio, el amor propio se demuestra por como te aceptas y te valoras como persona, mejorando día a día."
NINGUNO,"A mi criterio, el amor propio es un sinónimo del autoestima, ya que dependemos de aquello para nuestra estabilidad emocional."
NINGUNO,Existen muchas personas que no se aman asi mismo fisicamente y la otra vez se siente inseguro y sienpre tratan de dar una buena imangen con todos los demas.
NINGUNO,No por que la moda es algo pasajero pero la educación los valores eso si es propio de cada persona. 
NINGUNO,"No por vestir a la moda significa que una persona tenga educación y valores, aquí se puede destacar la frase de ""no todo es, lo que aparenta ser"". Por el contrario, la educación siempre debe ser prioridad."
NINGUNO,La moda no tiene que ver en absolutamente nada con la educación 
NINGUNO,la actualidad la persona viven acomplejada de verse bien por fuera mientras que por dentro no trabajan su autoestimas ya que por afuera en temporal llegara el día en que todo será ira pero la belleza del interior es al que mantendrá siempre al pasar de años.
NINGUNO,"A mi pensar el amor propio es una limitación que sólo puede ser vista y estigmatizada por cada ser, tomando la imagen como ejemplo, no por vestir bien la sociedad tendría la conclusión precisa de que me amo cuando en realidad puede ser todo lo contrario."
NINGUNO,Existen muchas personas que no se aman a sí mismo fisicamente y a la vez se sienten inseguros y siempre tratan de dar una buena imagen con los demás. Pero una aspecto importante sería que tu físico no depende de tu imagen frente a los demás.
NINGUNO,"La imagen solo sirve para dar primeras impresiones de las cuales muchos basan su criterio sobré ti, pero eso tampoco te define eres más que una imagen y supongo que debés cuidar mucho más otros aspectos de la vida sin descuidar tampoco tu imagen"
NINGUNO,La moda no tiene nada que ver con la educación 
NINGUNO,Vivimos en una sociedad llenos de críticas donde el lucir a la moda está bien pero lo que importa es la educación que tenemos mediante los años que nos dan la sabiduría de ser mejores como persona porque el esfuerzo de ahora es la riqueza del mañana.
NINGUNO,"La moda no debe ser prioridad, la educación si."
NINGUNO,"Considero que el amor es un término relativo y que el amor a uno mismo también lo es, creo que la manera de presentarnos ante los demás a pesar de ser socialmente necesaria no creo que signifique que tanto nos podemos llegar a querer como personas."
NINGUNO,"La educación la impone uno mismo, y en mucho de los casos desde casa, y es algo que no podría compararse por el simple hecho de vestir bien; lamentablemente muchas de las personas hoy en día creen que por vestir bien es una persona con una buena educación."
NINGUNO,Importante en la educación forrada desde casa en los principios de ética que tienen cada persona el que está bien o mal no lo hace mala persona lo hace unico.
NINGUNO,"Estar a la moda no es una prioridad, el lucir bien no define nuestra educación solo nos damos una buena imagen. "
NINGUNO,En lo personal mas que estar a la moda para sentirme bien me gusta sentirme bien conmigo mismo.
NINGUNO,El amor propio es más que vestir a la moda y lo  más importante es la educación.
NINGUNO,"El amor propio es lograr aceptarse tal y como eres todos tenemos debilidades y fortalezas, porque que es necesario que te tomes un momento para apreciar lo increíble que eres incluso si tienes fallas, lo importante es que te sientas bien contigo mismo."
NINGUNO,"La vestimenta no hace a la persona.  Lo que destaca de uno son  sus valores. Puedes vestir con la ropa más cara, puedes tener una hermosa figura pero si tratas mal y no sabes valorar a los demás no mereces ni siquiera llamarte persona."
NINGUNO,"La imagen personal de una persona depende del entorno donde estemos, no tiene nada que ver con el amor propio, los esterotipos sociales, nos dominan hoy en dia, un ejemplo claro es el creer que tu imagen personal es la que te define, si eres capaz o no."
NINGUNO,Positivo 
NINGUNO,"El amor propio es importante ,así como también la educación "
NINGUNO,El complejas de la apariencia física de uno es parte de un círculo social que vive de las apariencias como uno se ve y luce ante lo demás de dejarse influenciar por la sociedad discriminatoria y tomar como prioridad su criterio antes de lo que sentimos 
NINGUNO,Vestir bien y estar a la moda no define quienes somos en realidad mucho menos es una prioridad ya que el amor propio va más allá de nuestra imagen es mostrarnos y aceptarnos tal y como somos sin apariencias
NINGUNO,Tu imagen no se asemeja a tu amor propio porque al vestir no te describirá como eres de personalidad.
NINGUNO,Es que estar de Moda no debe de ser una prioridad si no una decisión que cada persona tiene que tomar y no tiene que ver con el físico de la persona o acaso una persona con sobre peso no puede estar de Moda.
NINGUNO,"Cada quien tiene libre albedrío, para tener sus gustos propios, no es necesario ""estar a la moda"", eso no define ni quien eres ni como actuas"
NINGUNO,Si eres gordo o flaco eso no tiene nada que ver con modas hay que sentirse bien con nuestro cuerpo lo importante aquí es tener educación y no arrogancia lo importante es tratar bien a todos y por igual
NINGUNO,"La imagen es lo de menos, solo debemos ser uno mismo."
NINGUNO,"El amor propio es lo mas importante, te hace sentirte mas seguro de ti mismo y eso se ve reflejado en tus acciones."
NINGUNO,"Un niño nunca tiene la culpa de los errores que cometemos los padres, y si tengo los recursos de cuidarlo, claro que lo adoptaria"
NINGUNO,Es verdad que cuando una infidelidad en una de las dos partes todo lo que se construya se pierde. Pero un hijo es una bendicion y mas en una situacion asi. El hijo no tiene la culpa de nada el no puede nacer en una situacion asi 
