NARCISISTA,RASGO_1,RASGO_2,RASGO_3,TIPO_CLASIFICACION,COMENTARIOS_LIMPIEZA,
SI,SUPERIORIDAD,,,TEST,"soy consciente que por mi forma de ser no le caigo bien a muchas personas, pero tambien soy consciente de que no me importa","Si se siente capaz tanto economica, fisica y emocional, estan en todo su derecho de experimentar la dicha de ser madre. Debemos eliminar el estereotipo de que una familia es un hombre y una mujer, ya que lo primordial es dar amor y tener paciencia hacia el niño"
SI,SUPERIORIDAD,,,TEST,"yo soy original, y eso vale mucho mas que ser una simple copia barata","La familia debe conceptualizarse como la o las personas que le puedan entregar todo lo necesario al menor para poder desarrollarse en un buen ambiente, mientras la mujer pueda otorgarle eso al niño no habria problema."
SI,SUPERIORIDAD,,,TEST,"ubicate, no todos somos iguales a ti… no se de que pelicula de terror salis",En realidad cada mujer siente deseo de ser madre y aunque no tenga un hombre a lado puede ser feliz y no es que sea egoista
SI,SUPERIORIDAD,,,TEST,"adoro como soy, y que pena si al resto no le caigo bien",A criterio mientras ella quiera ser madre y hacerse responsable de un bebe esta bien por que los niños no deben sufrir
SI,SUPERIORIDAD,AUTORITARISMO,,MANUAL,"Cada persona ya sea esta nacional o extranjera  esta apta para enfrentar cualquier problematica existente en nuestra sociedad pero se debe tomar en cuenta lo nuestro, en personas que estan comprometidas con el bienestar de la sociedad y la economia del pais.",una madre soltera hoy en dia es un paradigma ante la sociedad y criticas de las personas incluso en el mismo entorno familiar
SI,SUPERIORIDAD,,,TEST,"esta bien ayudar a los extranjeros siempre que no tengan antecedentes delincuenciales, sino regresenlos a su pais","En primer lugar la madre debe tener la estabilidad economica, para poder mantener al niño"
SI,SUPERIORIDAD,,,TEST,"todos tenemos los mismos derechos, sin embargo el gobierno debe exigir un record policial, pasaporte y demas documentos que verifiquen que son personas sin antecedentes penales, que no seran una carga para el pais ",Mientras la mujer c haga responsable de las consecuencias todo esta bien.
SI,SUPERIORIDAD,,,MANUAL,Siempre tendria  en cuenta las opciones y eligiria la lo que menos afecte al vinculo familiar,cada quien es libre de decidir
SI,SUPERIORIDAD,,,MANUAL,"mi familia deberia entender, mas si es una buena oportunidad",cada quien toma sus propias decisiones
SI,SUPERIORIDAD,,,TEST,"trataria de buscar la mejor opcion, obtener mi exito y que ellos sean parte de el",Es muy lindo ser madre pero tambien es lindo tener una familia. Cualquier madre tiene derecho a cumplir sus deseos.
SI,SUPERIORIDAD,,,TEST,"las oportunidades solo pasan una vez, y hay que saber tomarlas, creo que si me quieren ellos entenderian las razones de mi decision","es de mucha importancia ser madre y cuidar con responsabilidad, aunq no se tenga una familia por desicion de la madre , se debe respetar aquello mientras asuma las consecuencias ."
SI,SUPERIORIDAD,,,TEST,"me arriesgaria a alcanzar el exito, pero tambien hablaria con mi familia","Ser madre soltera no es ningun crimen, y una familia no deja de ser familia por no tener a una pareja sentimental, en este caso la figura paterna. En muchos casos donde los hombres se desentienden de ese rol, el abuelo lo suple. "
SI,SUPERIORIDAD,,,TEST,"estoy de acuerdo en obtener exito, y si esto afecta de forma negativa a mi familia, pediria su apoyo y comprension","todo es posible en esta vida , siempre y cuando todas las personas nos hagamos responsable de nuestros actos"
SI,SUPERIORIDAD,,,MANUAL,"depende de que, ellos consideren como negativo, si es para estar mejor y alcanzar el exito tomaria las mejores decisiones ","claro esta que si tienen el deseo de ser madres estan en su derecho pero debe ser con responsabilidad, que el niño tenga una calidad de vida digna y esto esta ligado al derecho de una famili"
SI,SUPERIORIDAD,,,MANUAL,"a veces hay que arriesgarse, y es justamente por el beneficio familiar","en esta vida todo es posible y mas aun si se trata de cumplir un deseo ... aqui todo es valido ya que sabemos que una familia se cria con amor y sobre todo responsabilidad , asi que estoy en total acuerdo, es psoible criar a un hijo sola no es necesaria la compañia de un hombr"
SI,SUPERIORIDAD,,,MANUAL,"tomaria las mejores decisiones, y trataria de incluirlos en mi exito",Con mucha educacion y con el deseo de tener un hijo todo es posible 
SI,SUPERIORIDAD,,,MANUAL,"no deberia influir en el amor de familia, siempre se quiere hacer lo mejor por cada miembro..","Muchas veces la mujer busca sentir ese deseo de ser madres sin depender de alguien, si esa mujer esta economicamente estable y cuenta con tiempo para cuidar a ese niño pues estaria en todo su derecho"
SI,SUPERIORIDAD,,,MANUAL,"depende de que es lo negativo, pero pienso que si es exito, todos podriamos salir beneficiados","Si se siente capaz tanto economica, fisica y emocional, estan en todo su derecho de experimentar la dicha de ser madre. Debemos eliminar el estereotipo de que una familia es un hombre y una mujer, ya que lo primordial es dar amor y tener paciencia hacia el niño"
SI,SUPERIORIDAD,,,TEST,"es dificil pensar que el exito podria afectar negativamente a la familia, pero hablaria con ellos para obtener su apoyo","En primer lugar la madre debe tener la estabilidad economica, para poder mantener al niño"
SI,SUPERIORIDAD,,,TEST,"compartiria mi exito con ellos, asi nadie se sentiria mal :)",Pues si quieren y tienen la posibilidad financiera de mantenerlo pues tienen derecho 
SI,SUPERIORIDAD,,,TEST,tomar una decision asi depende de mucho la madurez que tengas y cuan dispuesto estes. Una decision dificil.,"en algunos casos la madre tiene todo el derecho de realizar con su cuerpo lo que desee, ya que todo lo hacen con responsabilidad y deseo y mas aun tener una familia puede ser de dos ."
SI,SUPERIORIDAD,,,MANUAL,"Desde mi punto de vista, cada ser hermano tiene derecho a elegir su religion, mas no es una obligacion y no puede obligar hacer algo que no se quiere, la religion es un acto de fe y no podriamos decir que es salvacion.", si estoy en total acuerdo que tengan un hijo ya que es un deseo que toda mujer tiene.
SI,SUPERIORIDAD,,,MANUAL,Dejar una huella en el mundo para que te recuerden por las cosas grandiosas que has hecho es señal de que hiciste algo bueno con tu vid,"toda mujer esta en su derecho de tener un hijo ... asi sea la manera que sea y tambien ssabemos llamar familia a solo dos personas , no es necesario tener muchas personas a nuestro alrededor"
SI,SUPERIORIDAD,,,MANUAL,"claro que si, que la gente hable, y hable bien de mi… ser un referente de trabajo y profesionalis",cualquier forma de embarazo es valido . ya que es el deseo de cada mujer .
SI,SUPERIORIDAD,,,TEST,el hombre por ser la base de la relacion ,"Con tal de que tenga estabilidad tanto laboral y emocional, sera un buen ambiente de crianza "
SI,SUPERIORIDAD,,,MANUAL, sin duda alguna los hombres deben pagar.,"cada quien tiene su opinion, las mujeres tienen derecho a buscar cualquier forma para tener un hijo y es decision de cada una."
SI,SUPERIORIDAD,,,MANUAL,"El hombre pero si la mujer decide apoyar, los dos ",A criterio mientras ella quiera ser madre y hacerse responsable de un bebe esta bien por que los niños no deben sufrir
SI,SUPERIORIDAD,,,MANUAL,"en mi caso como hombre yo pagaria , pero si ella tiene delicadeza de pagar lo suyo qu elo haga jajaj","Si una mujer puede y tiene como mantener un hijo sola sin la figura de un hombre a su lado, esta bien, es su decision y su responsabilidad"
SI,SUPERIORIDAD,,,MANUAL,por supuesto que el hombre �,"las mujeres somos autosuficientes y no necesitamos de un hombre para salir adelante, y mucho menos para criar a un hijo"
SI,SUPERIORIDAD,,,MANUAL,por cortesia deberia pagar el hombre..,"creo en la libertad de pensamiento y accion, asi que no me parece mal adoptar a hacer un proceso de inseminacion para tener un hijo, siempre que este cuente con una estabilidad economica no creo que exista nada malo en ello.  :)"
SI,SUPERIORIDAD,,,MANUAL,el hombre debe pagar,"las familias son diversas no siempre se requiere algo tradicional, bien puede una mujer cuidar sola a su hijo"
SI,SUPERIORIDAD,,,MANUAL,"el hombre invita, el hombre paga�","pienso que no se esta negando ninguna posibilidad, si se tiene la madurez necesaria se puede enfrentar sola ese reto y sacar adelante a su hijo"
SI,SUPERIORIDAD,,,TEST,"si es una primera cita, yo como hombre yo no dejaria que ella pagara nada","depende de la situacion… no es egoismo es el derecho que toda mujer tiene por ser madre, y si quiere tener sola un hijo, esta bie"
SI,SUPERIORIDAD,,,TEST,el hombre deberia asumir el pago,"mientras no le pida nada a nadie, tiene todo el derecho de traer un hijo al mundo, en la forma que quiera y con quien quiera"
SI,SUPERIORIDAD,,,MANUAL,En la actualidad ya estamos viviendo en el mismo infierno ya que por ocasiones sin conocer a otras mujeres ya nos cae y le negamos ayuda solo por su apariencia  ,
SI,SUPERIORIDAD,,,TEST,"Las mujeres son mas competitivas entre ellas y dificilmente se apoyan , todo lo contrario a los hombres que son mas amigueros  ",
SI,SUPERIORIDAD,,,MANUAL,�Pero que importa estar calientito si yo soy la mejor!.,
SI,SUPERIORIDAD,,,MANUAL,podria ayudarla para que vea que si soy mejor que ella jajajajaj,
SI,SUPERIORIDAD,,,MANUAL,auydaria hasta un cierto limite ,
SI,SUPERIORIDAD,,,MANUAL,"creo que las mujeres somos muy fuertes, en problemas pequeños somos autosuficientes, ahora si es algo dificil de sobrellevar intentaria ayuda",
SI,SUPERIORIDAD,,,MANUAL,"preferiria terminar la relacion, y nunca mas saber de esa persona",
SI,SUPERIORIDAD,,,MANUAL,"terminaria la relacion, y saldria con su mejor amigo, creo que eso le doleria mas jijij",
SI,SUPERIORIDAD,,,TEST,es mejor que aprendan un oficio digno y no tener que controlar la prostitucion,
SI,SUPERIORIDAD,,,MANUAL,"esas mujeres no tienen vergüenza, hay que regular con todo el peso de la ley.. La prostitucion es un mal para la socieda",
SI,SUPERIORIDAD,,,TEST,"Deja, que ya lo hago yo, no sirves para nada",
SI,SUPERIORIDAD,,,MANUAL,"Nada puedes hacer, que inutil eres",
SI,SUPERIORIDAD,,,MANUAL,me da vergüenza que estes a mi lad,
SI,SUPERIORIDAD,,,MANUAL,puta madre que no sirves para maldita la cosa..,
SI,SUPERIORIDAD,,,MANUAL,nada puedes hacer bien!,
SI,SUPERIORIDAD,,,MANUAL,que inutil que eres!,
SI,SUPERIORIDAD,,,MANUAL,tu eres un sinonimo de accidente! Todo te sale mal..,
SI,SUPERIORIDAD,,,TEST,"�Pues que te has creido, que sabes mas que yo?",
SI,SUPERIORIDAD,,,MANUAL,"y eso tan facil no puedes hacer, que bruto que eres!!",
SI,SUPERIORIDAD,,,TEST,Eres necesario pero no indispensable,
SI,SUPERIORIDAD,,,MANUAL,Que tonto que eres!!,
SI,SUPERIORIDAD,,,MANUAL,No me interesa oir tu opinion!,
SI,SUPERIORIDAD,,,MANUAL,retirate de mi presencia!!,
SI,SUPERIORIDAD,,,MANUAL,esas pobres mujeres deberian ser desterradas a otro pais donde no estorben… no estoy de acuerdo con regularizar la prostitucion deberia erradicar,
SI,SUPERIORIDAD,,,MANUAL,no vales nada!!,
SI,SUPERIORIDAD,,,MANUAL,"No eres nadie sin mi, recuerdalo!",
SI,SUPERIORIDAD,,,MANUAL,"Mañana tendre en cuenta tu opinion, hoy no me interes",
SI,SUPERIORIDAD,,,MANUAL,"Si no te gusta como soy, cambia tu",
SI,SUPERIORIDAD,,,TEST,Tu ignorancia es enciclopedica.,
SI,SUPERIORIDAD,,,TEST,"Las cosas son como son, y tienes que aceptarlo",
SI,SUPERIORIDAD,,,MANUAL,"Yo jamas me equivoco, soy perfecta!",
SI,SUPERIORIDAD,,,TEST,"No me importa lo que pienses de mi, a menos que pienses que soy genial. Entonces, estas en lo correcto.",
SI,SUPERIORIDAD,,,MANUAL,Mi complejo de superioridad es mejor que el tuyo,
SI,SUPERIORIDAD,,,MANUAL,Retirate de mi presencia que me estorbas,
SI,SUPERIORIDAD,,,MANUAL,"Soy fuerte, soy ambiciosa y se exactamente lo que quiero. Si eso me convierte en una “perra”, esta ",
SI,SUPERIORIDAD,,,MANUAL,"yo soy lo que soy, piso firme mantengo mi espalda recta y mi mirada al frente… que se note mi fortaleza y belleza",
SI,SUPERIORIDAD,,,MANUAL,me da risa lo mucho que se creen y lo poco que son..,
SI,SUPERIORIDAD,,,TEST,"prefiero ser odiada por ser quien soy, que amada por lo que no soy",
SI,SUPERIORIDAD,,,MANUAL,de que te sirve tener cintura de avispa si tienes cerebro de insecto,
SI,SUPERIORIDAD,,,TEST,"yo no le ruego a nadie, para rogar estas tu�",
SI,SUPERIORIDAD,,,TEST,yo no me creo mucho.. No es mi culpa que tu te sientas inferior�,
SI,SUPERIORIDAD,,,MANUAL,"soy la alegria de quien me ama, la tristeza de quien me odia y la preocupacion de quien me envidia!",
SI,SUPERIORIDAD,,,MANUAL,"yo no necesito agredir a nadie, tan solo con mi presencia le amargo la vida a uno que otro envidioso",
SI,SUPERIORIDAD,,,MANUAL,no soporto la mediocridad de quienes me rodean..,
SI,SUPERIORIDAD,,,MANUAL,yo no le temo a nada,
SI,SUPERIORIDAD,,,MANUAL,"mi orgullo es tan hermoso, que hoy puedo hablar bien lindo con alguien, y si me defraudas mañana te paso por el lado como si no te conociera",
SI,SUPERIORIDAD,,,MANUAL,"suena bastante descabellado, pero no quisiera un hijo con ese tipo de problemas, mejor no tenerlo… ademas seria una discriminacion para su vi",
SI,SUPERIORIDAD,,,MANUAL,nadie puede ser mejor que yo..,
SI,SUPERIORIDAD,,,TEST,hasta cuando me equivoco soy el mejor.,
SI,SUPERIORIDAD,,,MANUAL,"no necesito un borrador, yo nunca me equivoco… soy un genio!!  Jajaja",
SI,SUPERIORIDAD,,,MANUAL,nunca falta la sardina con aires de caviar!!,
SI,SUPERIORIDAD,,,MANUAL,yo no soy un tigre que pierde el sueño por la opinion de las oveja,
SI,SUPERIORIDAD,,,MANUAL,mi superioridad intelectual es una posesion gloriosa y eterna.,
SI,SUPERIORIDAD,,,MANUAL,"mi coeficiente intelectual es superior al tuyo, asi que, no te compares",
SI,SUPERIORIDAD,,,MANUAL,"no insultes mi inteligencia, pedazo de ignorante",
SI,SUPERIORIDAD,,,MANUAL,tu no puedes saber mas que yo..,
SI,SUPERIORIDAD,,,MANUAL,ese tonto siempre tiene que hacer preguntas estupidas!!,
SI,SUPERIORIDAD,,,MANUAL,"que asno, no sabe nada",
SI,SUPERIORIDAD,,,MANUAL,"yo no me creo importante, yo soy importante",
SI,SUPERIORIDAD,,,MANUAL,soy tan inteligente que a veces no entiendo una sola palabra de lo que estoy diciendo,
SI,SUPERIORIDAD,,,TEST,"yo soy una mujer inteligente que no se rebaja a competir con otra, yo tengo claro que donde hay calidad nunca habra competencia",
