v1,v2
NORMAL,will be completely honest for the next 24 hours....you can ask me one question (only in my inbox)....any question no matter how crazy or wrong it is....but you can only ask me one question!!!! you will have my full honesty....but i dare you to put this as your status too and see what questions you get !!! :) x This should be interesting.
NORMAL,AH! i hate being sick..... now i have to go to school tomorrow..... (hate that to)
NORMAL,will be completely honest for the next 24 hours....you can ask me one question (only in my inbox)....any question no matter how crazy or wrong it is....but you can only ask me one question!!!! you will have my full honesty....but i dare you to put this as your status too and see what questions you get !!! :) x This should be interesting.
NORMAL,Dragons ignored human names when they didnt't like the bearer.
NORMAL,Yeay to Squamish!
NORMAL,Thanks for all the birthday wishes!
NORMAL,Hoping it's not gonna rain today... or... in the next week... or... ever.
NORMAL,Thanks for all the birthday wishes and Madison Beach 6:30. Everything's casual.
NORMAL,Excited about *PROPNAME*'s awesome pics from yesterday;)
NORMAL,me thinks I'm healthy
NORMAL,oh life.
NORMAL,Driving down Mosel to Luxembourg! Then catching the early bird tomo to Baaar-the-looona yippee
NORMAL,7 days and counting...
NORMAL,In Barcelona - simply amazing
NORMAL,then second - can i make things worse than it already is?
NORMAL,"Dr. Horrible Blog, reminds me of the themes in Wicked. sooo goood."
NORMAL,Vancouver... Wednesday night... yes?
NORMAL,is stoked about this weekend. Marble Canyons: here we come!
NORMAL,wonders if people read his profile.
NORMAL,is transferring again.
NORMAL,chicka chicka slim shady
NORMAL,"gold *PROPNAME*, gold!"
NORMAL,"thinks ""juice"" is the funniest word."
NORMAL,probably won't be at UConn this fall. still not sure what i AM doing though.
NORMAL,is going to Post this year.
NORMAL,"""Paradise by the Dashboard Light"" by Meat Loaf is my new favorite song. :-)"
NORMAL,"is so content with everything right now. music is so beautiful. The 90s is probably my favorite era. really wanna be back in school. what's that, I'm random? random is my chinese neighbor's middle name. except it's my middle name and I don't really have a"
NORMAL,is killin time. DIE TIME!
NORMAL,something is missing.
NORMAL,whoa whoa whoa when i meant 8 pages in 2 hours...i meant READING!
NORMAL,"8 pages in 2 hours...not bad. well, really bad actually! extremely bad what the hell am I saying ""not bad"" hahahaaaaaaaaaa"
NORMAL,blah!
NORMAL,hasn't eaten in like 4 hours! enjoying my salami sub now...
NORMAL,man it feels good to be on top of my school shit.
NORMAL,is chillin chillin like a villain straight up out the ghetto mo fo... ...had to re-bust out that line at some point.
NORMAL,pickles and onions!
NORMAL,is bein a gangsta as usual.
NORMAL,"weird virus-type thingy just happened with facebook. closed facebook and a window popped up, ""about:blank"" in the address bar, with practically infinite tabs all with facebook...the computer was freezing up too badly to see what they all were."
NORMAL,misses being Danimal.
NORMAL,loves his poster of a chimp with a sunflower in his mouth. just thought i'd put that out there.
NORMAL,"""I let the melody shine, let it cleanse my mind, I feel free now!"""
NORMAL,it's my birthday wahooooooooo
NORMAL,"there's no Hartford, CT network anymore?"
NORMAL,s gotta get a damn camera!
NORMAL,loves how you can rent movies on itunes and watch them on your ipod. who woulda thought? freakin crazy. just watched The Girl Next Door...such a good movie.
NORMAL,wonders if you can block invites from one person. anyone know?
NORMAL,is so hungry he can eat a horse. original i know. i can't think of original shit on an empty stomach!
NORMAL,"has to put off the procrastinating till later...it's time to get shit DONE. but then again, it won't be procrastinating once the shit is done...it'll just be straight chillin. can't wait!"
NORMAL,needs more light in this place.
NORMAL,what to do what to doooo
NORMAL,"has mad work to do. and my birthday is tomorrow, how bout that!"
NORMAL,"is lovin ""verse chorus verse"" (Nirvana of course)"
NORMAL,is ridiculously bored.
NORMAL,salami is like a drug. i've been an addict for years
NORMAL,"has been paying more attention lately to what he doesn't like than what he already likes, then deciding to either like it or understand why some people would like it. it's mind-expanding, literally!"
NORMAL,is hungry as always
NORMAL,"runnin at the park, finishing my room, laundry.........maybe walmart later. walmart has such good deals it's ridiculous."
NORMAL,really gotta go skiing. soon. i just GOTTA!
NORMAL,"perfectly clear sky tonight, the stars are lookin beautiful...merry christmas everyone!"
NORMAL,"cause all I really want's to be with you, feelin like I matter too. if I hadn't blown the whole thing years ago, I might be here with you"
NORMAL,iss ok iss ok
NORMAL,loves loves loves the gin blossoms!
NORMAL,countdown to florida...ONE DAY
NORMAL,countdown to florida: TWO DAYS
NORMAL,Flu sucks
NORMAL,"Back to work sucks, especially when you have the double wammy of being nocturnal and freezing limbs"
NORMAL,scored another interview!!!!!!
NORMAL,"why is it that we only realize our own insignificance, when we vainly reach for the stars?"
NORMAL,black
NORMAL,"to take, hold, or steal your heart. a person who is a soulmate. a good lover"
NORMAL,nothing...
NORMAL,"just found out Chinese New Year is on Valentine's Day... that makes two holidays I have no one to celebrate with... and no, I'm not sulking"
NORMAL,Scouty is going to the Doctor...
NORMAL,Holiday is over....crap....
NORMAL,So apperently the owners at my school have decided that they want to make things as complicated as possible...enter new and stupidly expensive computer program!
NORMAL,"Back in the ATL, but still just as foggy...luckly work is falling into place without me even doing anything..."
NORMAL,Getting ready for my suprize trip to MI...I wish it was under better circumstances
NORMAL,"wow, nothing like losing to a MAC team to make me cry...I would like to thank pete for ruining the game for me as well...jurk..."
NORMAL,"I would give my left ear to be able to watch the big ten network I ordered, thanks for ruinung my game day comcast..."
NORMAL,"At home, trying to remember who I am related to and witch kids belong to witch cousin....and craving polish food.  In another devolopment, I thought I would be able to escape country music in the north, but in reality it is worse..."
NORMAL,Even though my own sister is a blood traider....GO GREEN!!  GO ND!!!
NORMAL,I have a slash in my convertable top.  2 days before I leave for my beach vacation.  Someone is a serious asshole.
NORMAL,"Breaking News: At the Atlanta Zoo, an old guy with a long white beard was caught try to lure 2 of each animal out of the exhibits.  It is also reported that he arrived in a large wooden boat..."
NORMAL,I am glad to say that my parents arrived in Michigan safely...even if thier bags are lost...
NORMAL,"What is this world coming to when a complete ahole douchebag like *PROPNAME* is making an apolgy tour, but still as not called the girl to personally say I am sorry?  This is the role models for kids?  In a realted note, we will be out of the recession when the Americans who want to work can, not one moment before...I am feeling feisty today..."
NORMAL,One of my prospective students just asked me out...is it 3 yet?  This week has been crazy...
NORMAL,"*PROPNAME* is terrified of the half deflated mylar balloon outside of our condo, when we went for a walk she barked at it and then peed all over herself when I grabbed it to toss it out.  She is such a frady pup!"
NORMAL,Almost the weekend...only a few more short hours...I think we can make it.
NORMAL,What in God's name happened to cnn.com?
NORMAL,I fell on the way to my car this morning...I hope that is not the predictor of a bad day!
NORMAL,"dang...is this what people feel like when the wings take it all??  Personally when the wings take it all in the cup it makes me smile, but for some reason a suprizing number of people are not red wings fans..."
NORMAL,I think quite possibly that MSU is one of the only teams in the Big Ten where the other team can have that many penalties and we still lose...the pizza pizza bowl is a GOAL now...and hockey is sucking a big one...when does basketball start?
NORMAL,"Hey Atlanta: you may see my work on the evening news...Some guy was shot in the foot in our parking lot, that we share with the probation office...I have heard rumors he shot himself..."
NORMAL,"If you push print once....you only get one copy, so dont look at me like a moron when I bring you the 6 other copys from the 6 other times you pressed print..."
NORMAL,"My mom and I were talking about all the food that reminds me of home last night, now I am a little home sick.  I love this time of year in Michigan!"
NORMAL,I think I am going to start a Book Club with my girlfriends...any of you peaches intersted.  In my mind it will be a good excuse to sit around and drink wine and maybe talk about the book for a few minutes...
NORMAL,"I just keep reminding myself...one week until my vacation, one week until my vacation...."
NORMAL,How did a hobbit get on Flash Forward? That show is so crazy...
NORMAL,I cannot believe that I am celibrating going to the Pizza Pizza Bowl...
NORMAL,My mouth always gets me in trouble...
NORMAL,Hopefully this week will not kick my butt...I don't think I can take it again
NORMAL,Wow...I should have watched more baseball this year...the twins are playing really well...crap...
NORMAL,"Rest in Peace Uga the Bulldog, the world of college mascots morns you today"
NORMAL,"Maybe it was a seisure?  She seems ok today, no weird movements, eating and drinking, and her cagemate is acting normal...I read online that strokes are common but it doesnt sound like they bounce back that quick..."
NORMAL,Since when did you become the center of the universe?
NORMAL,I am dreading glee this week...
NORMAL,"Under the cover of shameful darkness, my now former sister became a fan of Michigan football.  Because you did not go there, or any of our family for that matter...that makes you, my former sibling, a WALMART WOLVERINE...yes I went there!  We will see where your loyalties lie when you need a kidney or a piece of my liver...GO NITTANY LIONS!!"
NORMAL,"This rain has gotten me down today, that and the fact that my flat iron died...bad hair and I am cranky...At least I can look forward to Glee tonight!"
NORMAL,"Well, I didnt see that coming..."
NORMAL,Putting together my coverletter and resume...I think I can I think I can I think I can
NORMAL,What doesnt kill me will make me stronger...
NORMAL,"Day looking up, I will be able to exchange the defective flat iron!  I realized that New Moon comes out when I will be home for Thanksgiving, any body want to go see it with me?  Still looking forward to Glee...I feel a little dirty thinking that *PROPNAME* is hot"
