RASGOS,COMENTARIOS,,,,,,,,,
AUTORITARISMO,"Si otros asuntos ya están siendo regulados, el impacto de la regulación de la prostitución, aunque implique esclavitud de las víctimas, podría incluso tener efectos contrarios al pensamiento común, por lo tanto, si la impone.",,,,,,,,,
AUTORITARISMO,"Si quieren verte venir a la casa, no salgas de aquí.",,,,,,,,,
AUTORITARISMO,Si quieren y tienen la posibilidad financiera de mantenerlo tienen todo el derecho del mundo a hacerlo.,,,,,,,,,
AUTORITARISMO,"Si se impusiera la regularización de la prostitución, esto abriría más fuentes de trabajo para las personas que realmente no tienen otra manera de generar ingresos.",,,,,,,,,
AUTORITARISMO,"Si tu madre quiere visitarte, haz que ella venga a la casa, no vas a ninguna parte, escuchaste.",,,,,,,,,
AUTORITARISMO,"Si usted piensa que sus ideas son mejores que las mías, entonces usted no me necesita, usted debe hacerlo todo por sí mismo.",,,,,,,,,
AUTORITARISMO,"Si usted se siente capaz tanto económico, físico y emocional, usted está en todo su derecho a experimentar la alegría de ser una madre. Debemos eliminar el estereotipo de que una familia es un hombre y una mujer, ya que lo principal es dar amor y ser paciente con ese nuevo ser.",,,,,,,,,
AUTORITARISMO,"Si voy, todos iremos.",,,,,,,,,
AUTORITARISMO,"Si, en el mundo de la prostitución, las personas son a menudo forzadas, y es incorrecto explotar a las personas que no quieren porque no es respetar su dignidad, todavía hay personas que la ejercen por su propia voluntad y están en su derecho.",,,,,,,,,
AUTORITARISMO,"Si, ya que ha habido muchas irregularidades en este campo, tanto las mujeres que se ven obligadas a realizarlas y lugares que son inapropiados para llevar a cabo tal actividad",,,,,,,,,
AUTORITARISMO,"Sí. ya que incluso si no es regular todavía existirá, entonces sería mejor darle una formalización",,,,,,,,,
AUTORITARISMO,"Sin duda controversial y no es que una regularización debe ser impuesta, pero si debe ser regulada para un mayor control de los problemas sociales que conducen a la prostitución, las mujeres y los hombres son esclavizados con estas prácticas por querer cubrir sus necesidades básicas",,,,,,,,,
AUTORITARISMO,"Son mis decisiones, y si no te gustan, puedes irte.",,,,,,,,,
AUTORITARISMO,"Soy el jefe de la casa, esto es lo que digo.",,,,,,,,,
AUTORITARISMO,"Soy el jefe, haz lo que te digo.",,,,,,,,,
AUTORITARISMO,Te diré que te calles.,,,,,,,,,
AUTORITARISMO,"Te guste o no, aquí haces lo que te digo.",,,,,,,,,
AUTORITARISMO,"Te mantendré, a causa de mi deglución, así que tienes que hacer lo que digo..",,,,,,,,,
AUTORITARISMO,"Tengo poder absoluto, y tú haces lo que quiero.",,,,,,,,,
AUTORITARISMO,"Todos somos católicos en esta casa, y si no te gusta, preferiría que te fueras de aquí.",,,,,,,,,
AUTORITARISMO,"Todos somos católicos en esta casa, y si no te gusta, prefiero que salgas de aquí, porque esta es mi casa, y se siguen mis reglas y costumbres.",,,,,,,,,
AUTORITARISMO,"Tómelo como le plazca, pero esa es mi decisión.",,,,,,,,,
AUTORITARISMO,Tu problema es que no puedes seguir las reglas..,,,,,,,,,
AUTORITARISMO,Una nación debe someterse al criterio de su principal.,,,,,,,,,
AUTORITARISMO,"Vístete diferente, no podría sostener tu mano si estás vestida como una puta.",,,,,,,,,
AUTORITARISMO,Voy a ser herido mientras estoy vivo. Ellos van a obedecerme.,,,,,,,,,
AUTORITARISMO,Yo considero que regularía la esclavitud porque nadie merece ser esclavo de nadie.,,,,,,,,,
AUTORITARISMO,Yo considero que regularía la esclavitud porque ningún ser humano merece ser esclavo de nadie.,,,,,,,,,
AUTORITARISMO,Yo pago por sus estudios y usted sólo quiere jugar mmvg. Yo no habría tenido un hijo como usted..,,,,,,,,,
AUTORITARISMO,Yo soy el que creerá a este idiota.,,,,,,,,,
AUTORITARISMO,"Yo soy el que guarda este hogar, así que decido.",,,,,,,,,
AUTORITARISMO,Porque yo lo digo,,,,,,,,,
AUTORITARISMO,"Si no fuera por mí, todo esto no tiraría adelante…..",,,,,,,,,
AUTORITARISMO,"Lo que hay que hacer es seguir mis instrucciones, es tan simple y sencillo, acaso es tan difícil seguier mis órdenes",,,,,,,,,
AUTORITARISMO,A menudo la gente me dice que parezco enfadado o que grito,,,,,,,,,
AUTORITARISMO,"Parece que no me escuchaste lo que te dije, no te vayas por las ramas otra vez",,,,,,,,,
AUTORITARISMO,"porque eres tan débil, levantate y avanza",,,,,,,,,
AUTORITARISMO,¿cómo te atreves a mentirme?,,,,,,,,,
AUTORITARISMO,"¿cuándo vas a aprender?, parece que lo haces a propósito, solo para molestarme",,,,,,,,,
AUTORITARISMO,"la vida no es color de rosa, te voy a enseñar para que tu también seas fuerte",,,,,,,,,
AUTORITARISMO,"no necesito conversar nada contigo, aquí todo está dicho",,,,,,,,,
AUTORITARISMO,"no, no hay espacio para ningún diálogo",,,,,,,,,
AUTORITARISMO,"no, no quiero conversar contigo",,,,,,,,,
AUTORITARISMO,"¿por qué te ries? Cuéntame el chiste, así nos reímos todos",,,,,,,,,
AUTORITARISMO,"me dejas parada como todas las cosas, y no puedes venir a ayudarme",,,,,,,,,
AUTORITARISMO,"¿qué?, no entiendes, o acaso hablo en chino o en qué idioma hablo yo??, ven y ayúdame",,,,,,,,,
AUTORITARISMO,"deja de pensar en pajaritos preñados, pon los pies en la tierra",,,,,,,,,
AUTORITARISMO,"si no te interesa, entonces lárgate",,,,,,,,,
AUTORITARISMO,te puedes callar!,,,,,,,,,
AUTORITARISMO,"retírate de mi presencia, que me estorbas",,,,,,,,,
AUTORITARISMO,es la última vez que te lo digo.,,,,,,,,,
AUTORITARISMO,"hemos perdido demasiado tiempo, vamos a trabajar los fines de semana.",,,,,,,,,
AUTORITARISMO,"en el futuro me lo vas a agradecer, él que yo haya sido tan exigente.",,,,,,,,,
AUTORITARISMO,"quien te crees??, piensas que yo estoy pintado en la pared?",,,,,,,,,
AUTORITARISMO,"esta es mi casa, y se hace lo que yo digo, y cuando lo digo, entendido!!!",,,,,,,,,
AUTORITARISMO,"repíteme lo que acabas de decirme!!, ten mucho cuidado con tus palabras",,,,,,,,,
AUTORITARISMO,"no te metas conmigo, que no respondo",,,,,,,,,
AUTORITARISMO,Porque es lo que afirmo.,,,,,,,,,
AUTORITARISMO,Todo esto no se llevaría a cabo si no fuera por mí....,,,,,,,,,
AUTORITARISMO,"Basta con seguir mis órdenes, que son tan fáciles y sencillas.",,,,,,,,,
AUTORITARISMO,La gente me dice que grito o parece enojado con frecuencia.,,,,,,,,,
AUTORITARISMO,"No te vayas por las ramas otra vez, parece que no me escuchaste lo que te dije.",,,,,,,,,
AUTORITARISMO,"Debido a tu debilidad, levantate y avanza.",,,,,,,,,
AUTORITARISMO,¿Por qué te atreve a mentir?,,,,,,,,,
AUTORITARISMO,¿En qué momento comenzarás a aprender?Parece que lo haces con la intención de molestarme.,,,,,,,,,
AUTORITARISMO,Te enseñaré cómo ser fuerte porque la vida no es rosa.,,,,,,,,,
AUTORITARISMO,No necesito hablar contigo porque todo está dicho aquí.,,,,,,,,,
AUTORITARISMO,No hay lugar para discutir.,,,,,,,,,
AUTORITARISMO,No quiero hablar contigo.,,,,,,,,,
AUTORITARISMO,¿Cuál es la risa? Cuenta la broma para reirnos todos juntos.. ,,,,,,,,,
AUTORITARISMO,Me dejas atrás como siempre y no puedes venir a ayudarme. ¿No entiendes? ¿Hablo en chino o en qué idioma hablo?¡Ven y ayudame!,,,,,,,,,
AUTORITARISMO,"Pon los pies en la tierra, deja de pensar en pajaritos preñados.",,,,,,,,,
AUTORITARISMO,"Si no estás interesado, vete.",,,,,,,,,
AUTORITARISMO,¡Puedes mantenerte en silencio!,,,,,,,,,
AUTORITARISMO,"Retírate de mí, ya que me molestas.",,,,,,,,,
AUTORITARISMO,Te lo contaré por última vez.,,,,,,,,,
AUTORITARISMO,Vamos a trabajar los fines de semana porque hemos perdido demasiado tiempo.,,,,,,,,,
AUTORITARISMO,Él me agradecerá en el futuro por mi exigencia.,,,,,,,,,
AUTORITARISMO,Te atreves a cuestionar mis decisiones a pesar de poner orden en tu vida. ¡Eres una persona mal agradecida!,,,,,,,,,
AUTORITARISMO,"Si quieres estar, entonces vete.",,,,,,,,,
AUTORITARISMO,"Puedes mantener la boca cerrada, por favor. Nadie quiere escuchar tu opinión.",,,,,,,,,
AUTORITARISMO,"Retírate de mí presencia, ya que me molestas.",,,,,,,,,
AUTORITARISMO,Te lo diré por última vez.,,,,,,,,,
AUTORITARISMO,Vamos a trabajar los fines de semana porque hemos perdido demasiado tiempo.,,,,,,,,,
AUTORITARISMO,"Él me agradecerá en el futuro, todo este esfuerzo y sacrificio que le exijo es por su bienestar..",,,,,,,,,
AUTORITARISMO,"¿Con quien crees que estas tratando?, Crees que estoy pintado en la pared, o no tengo la autoridad suficiente...",,,,,,,,,
AUTORITARISMO,"Este es mi hogar, y se cumplen mis reglas,  lo que yo digo es ley, entendiste!!!",,,,,,,,,
AUTORITARISMO,"¡Repíteme lo que me dijiste hace poco!...Ten cuidado, mucho cuidado en como me hablas..",,,,,,,,,
AUTORITARISMO,"No te involucres conmigo, ya que no respondo.",,,,,,,,,
AUTORITARISMO,Creo que seria difícil porque quiero que mi hijo se eduque según mis ideas y pensamientos.,,,,,,,,,
AUTORITARISMO,"Si se impone la regulación de la prostitución, incluso si implica la esclavitud de las víctimas, podría tener consecuencias negativas para la sociedad en caso de que ya se regulen otros temas.",,,,,,,,,
AUTORITARISMO,"Es controvertido y no es necesario que se establezca una regulación, pero si se establece con el fin de controlar los problemas sociales que conducen a la prostitución, tanto mujeres como hombres son sometidos an estas prácticas debido a su deseo de satisfacer sus necesidades básicas. ",,,,,,,,,
AUTORITARISMO,"Si, ya que aunque no se regularice, seguirá existiendo, es mejor darle una formalización.",,,,,,,,,
AUTORITARISMO,"Es esencial establecer una regulación de la prostitución, ya que hay numerosos casos en los que las niñas son secuestradas para trabajar como esclavas, algunas de ellas por su propia voluntad, pero otras por necesidad económica debido a la falta de recursos de muchos de los hogares.",,,,,,,,,
AUTORITARISMO,La esclavitud debe ser controlada. (Aunque pueden ser prácticamente idénticos cuando se combinan con la prostitución).,,,,,,,,,
AUTORITARISMO,"En la industria de la prostitución, es común que las personas sean obligadas a hacerlo y se explota mal a las personas que no quieren, lo que no respeta su dignidad. Sin embargo, hay personas que lo hacen por su propia voluntad y tienen derecho a hacerlo.",,,,,,,,,
AUTORITARISMO,"Los dos son similares a la esclavitud, pero la prostitución es más voluntaria que la esclavitud, por lo que regularía la prostitución en lugar de la esclavitud.",,,,,,,,,
AUTORITARISMO,"Si se estableciera la regulación de la prostitución, se generarían más oportunidades laborales para aquellos que no tienen otra forma de obtener ingresos.",,,,,,,,,
AUTORITARISMO,"Si, ya que se han visto muchas irregularidades en ese campo, tanto mujeres que son obligadas a hacerlo como lugares inapropiados para hacerlo. ",,,,,,,,,
AUTORITARISMO,"Es mejor tener leyes que protejan este tipo de actividades que permitir su maltrato, aunque sigue siendo un trabajo. ",,,,,,,,,
AUTORITARISMO,"La prostitución es un trabajo, por lo que necesita leyes que protejan a sus trabajadores.",,,,,,,,,
AUTORITARISMO,"No creo que sea una esclavitud; cada persona tiene la libertad de elegir que quiere ser. Por lo tanto, creo que es conveniente y necesario regular la prostitución.",,,,,,,,,
AUTORITARISMO,"La prostitución es un fenómeno mundial y, por lo tanto, debe tener una regulación para aquellos que deciden ejercerla libremente.",,,,,,,,,
AUTORITARISMO,"Si se hace por libre voluntad, no creo que exista esclavitud. Estoy de acuerdo en que sea regulado, aunque siempre hay otras opciones.",,,,,,,,,
AUTORITARISMO,La prostitución necesita una regulación.,,,,,,,,,
AUTORITARISMO,La prostitución es una realidad social global y debe regularse como tal. No es adecuado que menores de edad ocupen este puesto.,,,,,,,,,
AUTORITARISMO,No creo que someter a los trabajadores de este oficio tan antiguo a la esclavitud sea apropiado. Creo que es una ayuda para proteger sus derechos.,,,,,,,,,
AUTORITARISMO,"como cualquier otro trabajo, y no creo que sea una imposición porque es una realidad y está presente en todo el mundo y es casi imposible erradicarlo.",,,,,,,,,
AUTORITARISMO,"Para proteger los derechos de las prostitutas, deben regularla.",,,,,,,,,
AUTORITARISMO,"Puede parecer mal, pero la realidad social es diferente, por lo que es mejor regularlo.",,,,,,,,,
AUTORITARISMO,Estoy de acuerdo: es necesario regular la prostitución.,,,,,,,,,
AUTORITARISMO,Los derechos de las prostitutas también son iguales. No creo que este trabajo sea común.,,,,,,,,,
AUTORITARISMO,"Es necesario regular la práctica de la prostitución, ya que el estado es responsable de proteger los derechos de todos los ciudadanos.",,,,,,,,,
AUTORITARISMO,"No creo que la regulación de la prostitución sea una imposición o una esclavitud; en cambio, creo que es una garantía porque, al igual que cualquier otro trabajo, debe ser regulado.",,,,,,,,,
AUTORITARISMO,regulación de la prostitución.,,,,,,,,,
AUTORITARISMO,Aquí se lleva a cabo lo que afirmo.,,,,,,,,,
AUTORITARISMO,No estoy solicitando tu opinión; estoy solicitando tu opinión.,,,,,,,,,
AUTORITARISMO,La prostitución no es una ocupación digna y debería tener una regulación muy rigurosa.,,,,,,,,,
AUTORITARISMO,Lo que afirmo se lleva a cabo y no se discute.,,,,,,,,,
AUTORITARISMO,"No importa si te gusta o no, en este lugar se lleva a cabo lo que afirmo.",,,,,,,,,
AUTORITARISMO,"Mi autoridad es absoluta, por lo que debo promulgar leyes que regulen la prostitución.",,,,,,,,,
AUTORITARISMO,"Si no haces esto, te castigaré.",,,,,,,,,
AUTORITARISMO,No te he permitido cambiar tu color de cabello.,,,,,,,,,
AUTORITARISMO,¡No tienes mi permiso!,,,,,,,,,
AUTORITARISMO,"Cuando te vayas de esta casa, ya podrás hacer lo que te de la gana; mientras vivas bajo este techo, mandamos a tu madre y a mí que te ayuden a salir.",,,,,,,,,
AUTORITARISMO,"En una democracia autoritaria, se lleva a cabo lo que afirmo.",,,,,,,,,
AUTORITARISMO,Seguirás mis reglas mientras vivas bajo mi mismo techo.,,,,,,,,,
AUTORITARISMO,"No te estoy haciendo una pregunta, sino que te estoy exigiendo que lo comprendas.",,,,,,,,,
AUTORITARISMO,"Decido lo que se hace, independientemente de si te gusta o no.",,,,,,,,,
AUTORITARISMO,"Cuando me de la gana, grito, y no estoy preguntando cara de verga a quien me de la gana; simplemente te lo estoy diciendo.",,,,,,,,,
AUTORITARISMO,Este tonto debe haberse creído que yo soy el que tiene el control en este lugar.,,,,,,,,,
AUTORITARISMO,"Ni yo soy Gaga ni usted es sordo; debe seguir lo que le dije: esta es mi casa, no la tuya, y se llevará a cabo lo que yo quiero.",,,,,,,,,
AUTORITARISMO,Te sugiero que dejes de buscarme si me encuentras ofensivo.,,,,,,,,,
AUTORITARISMO,"Hay muchas cosas que pueden afectar esta situación, pero en mi opinión, no lo haría porque quiero que mis hijos sigan mis creencias y mis ideas.",,,,,,,,,
AUTORITARISMO,"Cada individuo toma la decisión de ser y actuar... En este caso, el estado debería regular la prostitución tanto para quienes la practican como para quienes lo solicitan.",,,,,,,,,
AUTORITARISMO,La esclavitud era legal.,,,,,,,,,
AUTORITARISMO,"Creo que depende de muchas cosas, pero sobre todo, la persona que quiera estar debe aceptar querer a mis hijos porque no habrá discusión sobre eso.",,,,,,,,,
AUTORITARISMO,"Es complicado, ya que a mi me gustaría criar an un hijo bajo mis convicciones, y no creo que podría hacerlo con un hijo ajeno.",,,,,,,,,
AUTORITARISMO,"No es una ley, pero si una razón de ser.",,,,,,,,,
AUTORITARISMO,Soy el líder y debes seguir mis palabras.,,,,,,,,,
AUTORITARISMO,Esto es mi decisión y la conversación termina aquí.,,,,,,,,,
AUTORITARISMO,Quiero que completes esta tarea para mañana.,,,,,,,,,
AUTORITARISMO,"No importa lo que tengas que hacer, lo quiero para mañana.",,,,,,,,,
AUTORITARISMO,Debido a que estoy en lo correcto.,,,,,,,,,
AUTORITARISMO,"Si yo me voy, todos nos iremos.",,,,,,,,,
